"COU","Country","VAR","Variable","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"ECU","Ecuador","CO2_PBPROD","Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions","2018","2018","USD_KG","US dollars per kilogram","0","Units","2015","2015",5.068091,,
"ECU","Ecuador","CO2_PBPROD","Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions","2019","2019","USD_KG","US dollars per kilogram","0","Units","2015","2015",5.195043,,
"SLV","El Salvador","GPAT_DE_AT","Development of environment-related technologies, % all technologies","1990","1990","PC","Percentage","0","Units",,,0,,
"SLV","El Salvador","GPAT_DE_AT","Development of environment-related technologies, % all technologies","1995","1995","PC","Percentage","0","Units",,,20.12,,
"SLV","El Salvador","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2000","2000","PC","Percentage","0","Units",,,13.74,,
"SLV","El Salvador","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2005","2005","PC","Percentage","0","Units",,,0,,
"SLV","El Salvador","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2010","2010","PC","Percentage","0","Units",,,0,,
"SLV","El Salvador","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2011","2011","PC","Percentage","0","Units",,,0,,
"SLV","El Salvador","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2012","2012","PC","Percentage","0","Units",,,0,,
"SLV","El Salvador","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2013","2013","PC","Percentage","0","Units",,,6.67,,
"SLV","El Salvador","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2014","2014","PC","Percentage","0","Units",,,0,,
"SLV","El Salvador","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2015","2015","PC","Percentage","0","Units",,,50,,
"SLV","El Salvador","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2016","2016","PC","Percentage","0","Units",,,0,,
"SLV","El Salvador","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2017","2017","PC","Percentage","0","Units",,,20.7,,
"SLV","El Salvador","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2018","2018","PC","Percentage","0","Units",,,50,,
"UZB","Uzbekistan","GPAT_DE_AT","Development of environment-related technologies, % all technologies","1990","1990","PC","Percentage","0","Units",,,0,,
"UZB","Uzbekistan","GPAT_DE_AT","Development of environment-related technologies, % all technologies","1995","1995","PC","Percentage","0","Units",,,0,,
"UZB","Uzbekistan","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2000","2000","PC","Percentage","0","Units",,,66.67,,
"UZB","Uzbekistan","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2005","2005","PC","Percentage","0","Units",,,38.76,,
"UZB","Uzbekistan","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2010","2010","PC","Percentage","0","Units",,,20,,
"UZB","Uzbekistan","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2011","2011","PC","Percentage","0","Units",,,37.76,,
"UZB","Uzbekistan","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2012","2012","PC","Percentage","0","Units",,,0,,
"UZB","Uzbekistan","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2013","2013","PC","Percentage","0","Units",,,16.15,,
"UZB","Uzbekistan","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2014","2014","PC","Percentage","0","Units",,,9.52,,
"UZB","Uzbekistan","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2015","2015","PC","Percentage","0","Units",,,0,,
"UZB","Uzbekistan","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2016","2016","PC","Percentage","0","Units",,,25.73,,
"UZB","Uzbekistan","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2017","2017","PC","Percentage","0","Units",,,55.29,,
"UZB","Uzbekistan","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2018","2018","PC","Percentage","0","Units",,,33.33,,
"OECDAM","OECD America","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","1990","1990","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.885317,,
"OECDAM","OECD America","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","1995","1995","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.980462,,
"OECDAM","OECD America","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2000","2000","USD_KG","US dollars per kilogram","0","Units","2015","2015",2.062349,,
"OECDAM","OECD America","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2005","2005","USD_KG","US dollars per kilogram","0","Units","2015","2015",2.21628,,
"OECDAM","OECD America","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2010","2010","USD_KG","US dollars per kilogram","0","Units","2015","2015",2.87098,,
"OECDAM","OECD America","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2011","2011","USD_KG","US dollars per kilogram","0","Units","2015","2015",2.916819,,
"OECDAM","OECD America","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2012","2012","USD_KG","US dollars per kilogram","0","Units","2015","2015",3.224092,,
"OECDAM","OECD America","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2013","2013","USD_KG","US dollars per kilogram","0","Units","2015","2015",3.108643,,
"OECDAM","OECD America","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2014","2014","USD_KG","US dollars per kilogram","0","Units","2015","2015",3.237832,,
"OECDAM","OECD America","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2015","2015","USD_KG","US dollars per kilogram","0","Units","2015","2015",3.374506,,
"OECDAM","OECD America","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2016","2016","USD_KG","US dollars per kilogram","0","Units","2015","2015",3.48348,,
"OECDAM","OECD America","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2017","2017","USD_KG","US dollars per kilogram","0","Units","2015","2015",3.614825,,
"OMN","Oman","GPAT_DE_AT","Development of environment-related technologies, % all technologies","1990","1990","PC","Percentage","0","Units",,,0,,
"OMN","Oman","GPAT_DE_AT","Development of environment-related technologies, % all technologies","1995","1995","PC","Percentage","0","Units",,,0,,
"OMN","Oman","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2000","2000","PC","Percentage","0","Units",,,0,,
"OMN","Oman","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2005","2005","PC","Percentage","0","Units",,,0,,
"OMN","Oman","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2010","2010","PC","Percentage","0","Units",,,0,,
"OMN","Oman","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2011","2011","PC","Percentage","0","Units",,,0,,
"OMN","Oman","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2012","2012","PC","Percentage","0","Units",,,17.19,,
"OMN","Oman","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2013","2013","PC","Percentage","0","Units",,,0,,
"OMN","Oman","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2014","2014","PC","Percentage","0","Units",,,0,,
"OMN","Oman","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2015","2015","PC","Percentage","0","Units",,,11.11,,
"OMN","Oman","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2016","2016","PC","Percentage","0","Units",,,0,,
"OMN","Oman","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2017","2017","PC","Percentage","0","Units",,,25,,
"OMN","Oman","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2018","2018","PC","Percentage","0","Units",,,38.46,,
"THA","Thailand","GPAT_DE_AT","Development of environment-related technologies, % all technologies","1990","1990","PC","Percentage","0","Units",,,0,,
"THA","Thailand","GPAT_DE_AT","Development of environment-related technologies, % all technologies","1995","1995","PC","Percentage","0","Units",,,4.62,,
"THA","Thailand","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2000","2000","PC","Percentage","0","Units",,,5.38,,
"THA","Thailand","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2005","2005","PC","Percentage","0","Units",,,7.83,,
"THA","Thailand","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2010","2010","PC","Percentage","0","Units",,,16.64,,
"THA","Thailand","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2011","2011","PC","Percentage","0","Units",,,11.06,,
"THA","Thailand","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2012","2012","PC","Percentage","0","Units",,,10.77,,
"THA","Thailand","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2013","2013","PC","Percentage","0","Units",,,9.56,,
"THA","Thailand","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2014","2014","PC","Percentage","0","Units",,,12,,
"THA","Thailand","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2015","2015","PC","Percentage","0","Units",,,16.72,,
"THA","Thailand","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2016","2016","PC","Percentage","0","Units",,,14.24,,
"THA","Thailand","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2017","2017","PC","Percentage","0","Units",,,10.45,,
"THA","Thailand","GPAT_DE_AT","Development of environment-related technologies, % all technologies","2018","2018","PC","Percentage","0","Units",,,11.44,,
"BRA","Brazil","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","1990","1990","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.477072,"E","Estimated value"
"BRA","Brazil","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","1995","1995","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.404358,"E","Estimated value"
"BRA","Brazil","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2000","2000","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.382217,"E","Estimated value"
"BRA","Brazil","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2005","2005","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.439212,"E","Estimated value"
"BRA","Brazil","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2010","2010","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.289871,"E","Estimated value"
"BRA","Brazil","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2011","2011","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.268019,"E","Estimated value"
"BRA","Brazil","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2012","2012","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.326482,"E","Estimated value"
"BRA","Brazil","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2013","2013","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.363062,"E","Estimated value"
"BRA","Brazil","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2014","2014","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.377139,"E","Estimated value"
"BRA","Brazil","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2015","2015","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.290202,"E","Estimated value"
"BRA","Brazil","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2016","2016","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.212515,"E","Estimated value"
"BRA","Brazil","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2017","2017","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.194647,"E","Estimated value"
"POL","Poland","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2000","2000","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.609603,"E","Estimated value"
"POL","Poland","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2005","2005","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.823175,"E","Estimated value"
"POL","Poland","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2010","2010","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.799155,"E","Estimated value"
"POL","Poland","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2011","2011","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.454627,"E","Estimated value"
"POL","Poland","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2012","2012","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.752968,"E","Estimated value"
"POL","Poland","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2013","2013","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.88127,"E","Estimated value"
"POL","Poland","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2014","2014","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.944929,"E","Estimated value"
"POL","Poland","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2015","2015","USD_KG","US dollars per kilogram","0","Units","2015","2015",2.057765,"E","Estimated value"
